medal_date,medal_type,name,gender,country,discipline,event
10-08-2024,Gold Medal,SOLBERG-OESTHASSEL Silje,Female,Norway,Handball,Women
10-08-2024,Gold Medal,BRATTSET DALE Kari,Female,Norway,Handball,Women
10-08-2024,Gold Medal,BREISTOEL Kristine,Female,Norway,Handball,Women
10-08-2024,Gold Medal,INGSTAD Vilde,Female,Norway,Handball,Women
10-08-2024,Gold Medal,LUNDE Katrine,Female,Norway,Handball,Women
10-08-2024,Gold Medal,JACOBSEN Marit,Female,Norway,Handball,Women
10-08-2024,Gold Medal,HERREM Camilla,Female,Norway,Handball,Women
10-08-2024,Gold Medal,SOLBERG-ISAKSEN Sanna,Female,Norway,Handball,Women
10-08-2024,Gold Medal,REISTAD Henny,Female,Norway,Handball,Women
10-08-2024,Gold Medal,RUSHFELDT DEILA Thale,Female,Norway,Handball,Women
10-08-2024,Silver Medal,GLAUSER Laura,Female,France,Handball,Women
10-08-2024,Silver Medal,NOCANDY Meline,Female,France,Handball,Women
10-08-2024,Silver Medal,TOUBLANC Alicia,Female,France,Handball,Women
10-08-2024,Silver Medal,VALENTINI Chloe,Female,France,Handball,Women
10-08-2024,Silver Medal,LASSOURCE Coralie,Female,France,Handball,Women
10-08-2024,Silver Medal,ZAADI DEUNA Grace,Female,France,Handball,Women
10-08-2024,Silver Medal,DARLEUX MINGAM Cleopatre,Female,France,Handball,Women
10-08-2024,Silver Medal,FLIPPES Laura,Female,France,Handball,Women
10-08-2024,Silver Medal,KANOR Orlane,Female,France,Handball,Women
10-08-2024,Silver Medal,HORACEK Tamara,Female,France,Handball,Women
10-08-2024,Silver Medal,FOPPA Pauletta,Female,France,Handball,Women
10-08-2024,Silver Medal,NZE MINKO Estelle,Female,France,Handball,Women
10-08-2024,Silver Medal,ONDONO Onacia,Female,France,Handball,Women
10-08-2024,Silver Medal,GRANIER Lucie,Female,France,Handball,Women
10-08-2024,Silver Medal,BOUKTIT Sarah,Female,France,Handball,Women
10-08-2024,Silver Medal,GRANDVEAU Lena,Female,France,Handball,Women
10-08-2024,Silver Medal,SAKO Hatadou,Female,France,Handball,Women
10-08-2024,Bronze Medal,TOFT Sandra,Female,Denmark,Handball,Women
10-08-2024,Bronze Medal,AABERG IVERSEN Sarah,Female,Denmark,Handball,Women
10-08-2024,Bronze Medal,ELVER Helena,Female,Denmark,Handball,Women
10-08-2024,Bronze Medal,HANSEN Anne Mette,Female,Denmark,Handball,Women
10-08-2024,Bronze Medal,HEINDAHL Kathrine,Female,Denmark,Handball,Women
10-08-2024,Bronze Medal,HAUGSTED Line,Female,Denmark,Handball,Women
10-08-2024,Bronze Medal,REINHARDT Althea,Female,Denmark,Handball,Women
10-08-2024,Bronze Medal,TRANBORG Mette,Female,Denmark,Handball,Women
10-08-2024,Bronze Medal,JOERGENSEN Kristina,Female,Denmark,Handball,Women
10-08-2024,Bronze Medal,OESTERGAARD Trine,Female,Denmark,Handball,Women
10-08-2024,Bronze Medal,VINTER BURGAARD Louise,Female,Denmark,Handball,Women
10-08-2024,Bronze Medal,HOEJLUND Mie,Female,Denmark,Handball,Women
10-08-2024,Bronze Medal,FRIIS Emma,Female,Denmark,Handball,Women
10-08-2024,Bronze Medal,IVERSEN Rikke,Female,Denmark,Handball,Women
10-08-2024,Bronze Medal,MOELLER Michala,Female,Denmark,Handball,Women
10-08-2024,Gold Medal,CHEN Meng,Female,China,Table Tennis,Women's Team
10-08-2024,Gold Medal,SUN Yingsha,Female,China,Table Tennis,Women's Team
10-08-2024,Gold Medal,WANG Manyu,Female,China,Table Tennis,Women's Team
10-08-2024,Silver Medal,HAYATA Hina,Female,Japan,Table Tennis,Women's Team
10-08-2024,Silver Medal,HARIMOTO Miwa,Female,Japan,Table Tennis,Women's Team
10-08-2024,Silver Medal,HIRANO Miu,Female,Japan,Table Tennis,Women's Team
10-08-2024,Bronze Medal,SHIN Yubin,Female,Korea,Table Tennis,Women's Team
10-08-2024,Bronze Medal,JEON Jihee,Female,Korea,Table Tennis,Women's Team
10-08-2024,Bronze Medal,LEE Eunhye,Female,Korea,Table Tennis,Women's Team
10-08-2024,Gold Medal,GREBENNIKOV Jenia,Male,France,Volleyball,Men
10-08-2024,Gold Medal,CHINENYEZE Barthelemy,Male,France,Volleyball,Men
10-08-2024,Gold Medal,JOUFFROY Quentin,Male,France,Volleyball,Men
10-08-2024,Gold Medal,le GOFF Nicolas,Male,France,Volleyball,Men
10-08-2024,Gold Medal,FAURE Theo,Male,France,Volleyball,Men
10-08-2024,Gold Medal,PATRY Jean,Male,France,Volleyball,Men
10-08-2024,Gold Medal,BRIZARD Antoine,Male,France,Volleyball,Men
10-08-2024,Gold Medal,TONIUTTI Benjamin,Male,France,Volleyball,Men
10-08-2024,Gold Medal,CLEVENOT Trevor,Male,France,Volleyball,Men
10-08-2024,Gold Medal,LOUATI Yacine,Male,France,Volleyball,Men
10-08-2024,Gold Medal,NGAPETH Earvin,Male,France,Volleyball,Men
10-08-2024,Gold Medal,TILLIE Kevin,Male,France,Volleyball,Men
10-08-2024,Gold Medal,CARLE Timothee,Male,France,Volleyball,Men
10-08-2024,Silver Medal,KACZMAREK Lukasz,Male,Poland,Volleyball,Men
10-08-2024,Silver Medal,KUREK Bartosz,Male,Poland,Volleyball,Men
10-08-2024,Silver Medal,LEON VENERO Wilfredo,Male,Poland,Volleyball,Men
10-08-2024,Silver Medal,SLIWKA Aleksander,Male,Poland,Volleyball,Men
10-08-2024,Silver Medal,LOMACZ Grzegorz,Male,Poland,Volleyball,Men
10-08-2024,Silver Medal,KOCHANOWSKI Jakub,Male,Poland,Volleyball,Men
10-08-2024,Silver Medal,SEMENIUK Kamil,Male,Poland,Volleyball,Men
10-08-2024,Silver Medal,ZATORSKI Pawel,Male,Poland,Volleyball,Men
10-08-2024,Silver Medal,JANUSZ Marcin,Male,Poland,Volleyball,Men
10-08-2024,Silver Medal,BIENIEK Mateusz,Male,Poland,Volleyball,Men
10-08-2024,Silver Medal,FORNAL Tomasz,Male,Poland,Volleyball,Men
10-08-2024,Silver Medal,HUBER Norbert,Male,Poland,Volleyball,Men
10-08-2024,Silver Medal,BOLADZ Bartlomiej,Male,Poland,Volleyball,Men
10-08-2024,Bronze Medal,DUARTE ALECRIM Diana,Female,Brazil,Volleyball,Women
10-08-2024,Bronze Medal,ALEXANDRE COSTA NUNES Nyeme Victor,Female,Brazil,Volleyball,Women
10-08-2024,Bronze Medal,SILVA CARNEIRO Macris Fernanda,Female,Brazil,Volleyball,Women
10-08-2024,Bronze Medal,DAHER de MENEZES Thaisa,Female,Brazil,Volleyball,Women
10-08-2024,Bronze Medal,MONTIBELLER Rosamaria,Female,Brazil,Volleyball,Women
10-08-2024,Bronze Medal,RATZKE Roberta Silva,Female,Brazil,Volleyball,Women
10-08-2024,Bronze Medal,BRAGA GUIMARAES Gabriela,Female,Brazil,Volleyball,Women
10-08-2024,Bronze Medal,MENEZES OLIVEIRA de SOUZA Ana Cris,Female,Brazil,Volleyball,Women
10-08-2024,Bronze Medal,da SILVA Ana Carolina,Female,Brazil,Volleyball,Women
10-08-2024,Bronze Medal,BERGMANN Julia Isabelle,Female,Brazil,Volleyball,Women
10-08-2024,Bronze Medal,LEMES SANTOS Tainara,Female,Brazil,Volleyball,Women
10-08-2024,Bronze Medal,GERALDO TEIXEIRA Lorenne,Female,Brazil,Volleyball,Women
10-08-2024,Bronze Medal,ARAUJO Natalia,Female,Brazil,Volleyball,Women
10-08-2024,Gold Medal,ESTER RAMOS Laura,Female,Spain,Water Polo,Women
10-08-2024,Gold Medal,PIRALKOVA COELLO Isabel,Female,Spain,Water Polo,Women
10-08-2024,Gold Medal,ESPAR LLAQUET Anni,Female,Spain,Water Polo,Women
10-08-2024,Gold Medal,ORTIZ Bea,Female,Spain,Water Polo,Women
10-08-2024,Gold Medal,PEREZ VIVAS Nona,Female,Spain,Water Polo,Women
10-08-2024,Gold Medal,CRESPI BARRIGA Paula,Female,Spain,Water Polo,Women
10-08-2024,Gold Medal,RUIZ BARRIL Elena,Female,Spain,Water Polo,Women
10-08-2024,Gold Medal,PENA Pili,Female,Spain,Water Polo,Women
10-08-2024,Gold Medal,FORCA ARIZA Judith,Female,Spain,Water Polo,Women
10-08-2024,Gold Medal,CAMUS Paula,Female,Spain,Water Polo,Women
10-08-2024,Gold Medal,GARCIA GODOY Maica,Female,Spain,Water Polo,Women
10-08-2024,Gold Medal,LEITON ARRONES Paula,Female,Spain,Water Polo,Women
10-08-2024,Gold Medal,TERRE Martina,Female,Spain,Water Polo,Women
10-08-2024,Silver Medal,PALM Gabriella,Female,Australia,Water Polo,Women
10-08-2024,Silver Medal,GOFERS Keesja,Female,Australia,Water Polo,Women
10-08-2024,Silver Medal,ARMIT Elle,Female,Australia,Water Polo,Women
10-08-2024,Silver Medal,HALLIGAN Bronte,Female,Australia,Water Polo,Women
10-08-2024,Silver Medal,GREEN Sienna,Female,Australia,Water Polo,Women
10-08-2024,Silver Medal,ANDREWS Abby,Female,Australia,Water Polo,Women
10-08-2024,Silver Medal,ANDREWS Charlize,Female,Australia,Water Polo,Women
10-08-2024,Silver Medal,HEARN Sienna,Female,Australia,Water Polo,Women
10-08-2024,Silver Medal,ARANCINI Zoe,Female,Australia,Water Polo,Women
10-08-2024,Silver Medal,WILLIAMS Alice,Female,Australia,Water Polo,Women
10-08-2024,Silver Medal,KEARNS Tilly,Female,Australia,Water Polo,Women
10-08-2024,Silver Medal,JACKOVICH Danijela,Female,Australia,Water Polo,Women
10-08-2024,Silver Medal,LONGMAN Genevieve,Female,Australia,Water Polo,Women
10-08-2024,Bronze Medal,AARTS Laura,Female,Netherlands,Water Polo,Women
10-08-2024,Bronze Medal,WOLVES Iris,Female,Netherlands,Water Polo,Women
10-08-2024,Bronze Medal,SLEEKING Brigitte,Female,Netherlands,Water Polo,Women
10-08-2024,Bronze Medal,van der SLOOT Sabrina,Female,Netherlands,Water Polo,Women
10-08-2024,Bronze Medal,KEUNING Maartje,Female,Netherlands,Water Polo,Women
10-08-2024,Bronze Medal,van de KRAATS Simone,Female,Netherlands,Water Polo,Women
10-08-2024,Bronze Medal,ROGGE Bente,Female,Netherlands,Water Polo,Women
10-08-2024,Bronze Medal,SEVENICH Vivian,Female,Netherlands,Water Polo,Women
10-08-2024,Bronze Medal,JOUSTRA Kittylynn,Female,Netherlands,Water Polo,Women
10-08-2024,Bronze Medal,ROGGE Lieke,Female,Netherlands,Water Polo,Women
10-08-2024,Bronze Medal,MOOLHUIJZEN Lola,Female,Netherlands,Water Polo,Women
10-08-2024,Bronze Medal,TEN BROEK Nina,Female,Netherlands,Water Polo,Women
10-08-2024,Bronze Medal,BUIS Sarah,Female,Netherlands,Water Polo,Women
11-08-2024,Gold Medal,LOYD Jewell,Female,United States,Basketball,Women
11-08-2024,Gold Medal,PLUM Kelsey,Female,United States,Basketball,Women
11-08-2024,Gold Medal,IONESCU Sabrina,Female,United States,Basketball,Women
11-08-2024,Gold Medal,COPPER Kahleah,Female,United States,Basketball,Women
11-08-2024,Gold Medal,GRAY Chelsea,Female,United States,Basketball,Women
11-08-2024,Gold Medal,WILSON A'ja,Female,United States,Basketball,Women
11-08-2024,Gold Medal,STEWART Breanna,Female,United States,Basketball,Women
11-08-2024,Gold Medal,COLLIER Napheesa,Female,United States,Basketball,Women
11-08-2024,Gold Medal,TAURASI Diana,Female,United States,Basketball,Women
11-08-2024,Gold Medal,YOUNG Jackie,Female,United States,Basketball,Women
11-08-2024,Gold Medal,THOMAS Alyssa,Female,United States,Basketball,Women
11-08-2024,Gold Medal,GRINER Brittney,Female,United States,Basketball,Women
11-08-2024,Silver Medal,FAUTHOUX Marine,Female,France,Basketball,Women
11-08-2024,Silver Medal,CHERY Alexia,Female,France,Basketball,Women
11-08-2024,Silver Medal,MICHEL BOURY Sarah,Female,France,Basketball,Women
11-08-2024,Silver Medal,AYAYI Valeriane,Female,France,Basketball,Women
11-08-2024,Silver Medal,RUPERT Iliana,Female,France,Basketball,Women
11-08-2024,Silver Medal,SALAUN Janelle,Female,France,Basketball,Women
11-08-2024,Silver Medal,MALONGA Dominique,Female,France,Basketball,Women
11-08-2024,Silver Medal,WILLIAMS Gabby,Female,France,Basketball,Women
11-08-2024,Silver Medal,BADIANE Marieme,Female,France,Basketball,Women
11-08-2024,Silver Medal,JOHANNES Marine,Female,France,Basketball,Women
11-08-2024,Silver Medal,LACAN Leila,Female,France,Basketball,Women
11-08-2024,Silver Medal,BERNIES Romane,Female,France,Basketball,Women
11-08-2024,Bronze Medal,MELBOURNE Jade,Female,Australia,Basketball,Women
11-08-2024,Bronze Medal,WALLACE Kristy,Female,Australia,Basketball,Women
11-08-2024,Bronze Medal,TALBOT Steph,Female,Australia,Basketball,Women
11-08-2024,Bronze Medal,MADGEN Tess,Female,Australia,Basketball,Women
11-08-2024,Bronze Medal,SMITH Alanna,Female,Australia,Basketball,Women
11-08-2024,Bronze Medal,MAGBEGOR Ezi,Female,Australia,Basketball,Women
11-08-2024,Bronze Medal,TOLO Marianna,Female,Australia,Basketball,Women
11-08-2024,Bronze Medal,GEORGE Cayla,Female,Australia,Basketball,Women
11-08-2024,Bronze Medal,ATWELL Amy,Female,Australia,Basketball,Women
11-08-2024,Bronze Medal,BORLASE Isobel,Female,Australia,Basketball,Women
11-08-2024,Bronze Medal,JACKSON Lauren,Female,Australia,Basketball,Women
11-08-2024,Bronze Medal,WHITCOMB Sami,Female,Australia,Basketball,Women
11-08-2024,Gold Medal,JACOBSEN Niklas Landin,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,KIRKELOEKKE Niclas,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,JACOBSEN Magnus Landin,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,JAKOBSEN Emil,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,LAUGE Rasmus,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,NIELSEN Emil,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,SAUGSTRUP Magnus,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,LINDBERG Hans,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,GIDSEL Mathias,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,MOELLGAARD Henrik,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,HANSEN Mikkel,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,JOERGENSEN Lukas,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,ANDERSSON Lasse,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,HALD Simon,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,ARNOLDSEN Thomas,Male,Denmark,Handball,Men
11-08-2024,Gold Medal,PYTLICK Simon,Male,Denmark,Handball,Men
11-08-2024,Silver Medal,SPAETH David,Male,Germany,Handball,Men
11-08-2024,Silver Medal,GOLLA Johannes,Male,Germany,Handball,Men
11-08-2024,Silver Medal,WITZKE Luca,Male,Germany,Handball,Men
11-08-2024,Silver Medal,HEYMANN Sebastian,Male,Germany,Handball,Men
11-08-2024,Silver Medal,FISCHER Justus,Male,Germany,Handball,Men
11-08-2024,Silver Medal,KNORR Juri,Male,Germany,Handball,Men
11-08-2024,Silver Medal,KOESTER Julian,Male,Germany,Handball,Men
11-08-2024,Silver Medal,USCINS Renars,Male,Germany,Handball,Men
11-08-2024,Silver Medal,HAEFNER Kai,Male,Germany,Handball,Men
11-08-2024,Silver Medal,HORNKE Tim,Male,Germany,Handball,Men
11-08-2024,Silver Medal,WOLFF Andreas,Male,Germany,Handball,Men
11-08-2024,Silver Medal,DAHMKE Rune,Male,Germany,Handball,Men
11-08-2024,Silver Medal,MERTENS Lukas,Male,Germany,Handball,Men
11-08-2024,Silver Medal,STEINERT Christoph,Male,Germany,Handball,Men
11-08-2024,Silver Medal,GRGIC Marko,Male,Germany,Handball,Men
11-08-2024,Silver Medal,KOHLBACHER Jannik,Male,Germany,Handball,Men
11-08-2024,Bronze Medal,PEREZ de VARGAS Gonzalo,Male,Spain,Handball,Men
11-08-2024,Bronze Medal,MAQUEDA Jorge,Male,Spain,Handball,Men
11-08-2024,Bronze Medal,DUJSHEBAEV Alex,Male,Spain,Handball,Men
11-08-2024,Bronze Medal,CORRALES Rodrigo,Male,Spain,Handball,Men
11-08-2024,Bronze Medal,FIGUERAS Adrian,Male,Spain,Handball,Men
11-08-2024,Bronze Medal,GARCIANDIA Imanol,Male,Spain,Handball,Men
11-08-2024,Bronze Medal,SERDIO Abel,Male,Spain,Handball,Men
11-08-2024,Bronze Medal,CASADO Agustin,Male,Spain,Handball,Men
11-08-2024,Bronze Medal,GOMEZ Aleix,Male,Spain,Handball,Men
11-08-2024,Bronze Medal,TARRAFETA Ian,Male,Spain,Handball,Men
11-08-2024,Bronze Medal,SANCHEZ-MIGALLON Miguel,Male,Spain,Handball,Men
11-08-2024,Bronze Medal,DUJSHEBAEV Daniel,Male,Spain,Handball,Men
11-08-2024,Bronze Medal,ODRIOZOLA Kauldi,Male,Spain,Handball,Men
11-08-2024,Bronze Medal,FERNANDEZ Daniel,Male,Spain,Handball,Men
11-08-2024,Bronze Medal,RODRIGUEZ Javier,Male,Spain,Handball,Men
11-08-2024,Gold Medal,CAMBI Carlotta,Female,Italy,Volleyball,Women
11-08-2024,Gold Medal,de GENNARO Monica,Female,Italy,Volleyball,Women
11-08-2024,Gold Medal,ORRO Alessia,Female,Italy,Volleyball,Women
11-08-2024,Gold Medal,BOSETTI Caterina Chiara,Female,Italy,Volleyball,Women
11-08-2024,Gold Medal,DANESI Anna,Female,Italy,Volleyball,Women
11-08-2024,Gold Medal,SYLLA Myriam Fatime,Female,Italy,Volleyball,Women
11-08-2024,Gold Medal,EGONU Paola Ogechi,Female,Italy,Volleyball,Women
11-08-2024,Gold Medal,FAHR Sarah Luisa,Female,Italy,Volleyball,Women
11-08-2024,Gold Medal,ANTROPOVA Ekaterina,Female,Italy,Volleyball,Women
11-08-2024,Gold Medal,GIOVANNINI Gaia,Female,Italy,Volleyball,Women
11-08-2024,Gold Medal,SPIRITO Ilaria,Female,Italy,Volleyball,Women
11-08-2024,Gold Medal,LUBIAN Marina,Female,Italy,Volleyball,Women
11-08-2024,Gold Medal,OMORUYI Oghosasere Loveth,Female,Italy,Volleyball,Women
11-08-2024,Silver Medal,SKINNER Avery,Female,United States,Volleyball,Women
11-08-2024,Silver Medal,RETTKE Dana,Female,United States,Volleyball,Women
11-08-2024,Silver Medal,ROBINSON Kelsey,Female,United States,Volleyball,Women
11-08-2024,Silver Medal,THOMPSON Jordan,Female,United States,Volleyball,Women
11-08-2024,Silver Medal,WASHINGTON Haleigh,Female,United States,Volleyball,Women
11-08-2024,Silver Medal,WONG-ORANTES Justine,Female,United States,Volleyball,Women
11-08-2024,Silver Medal,POULTER Jordyn,Female,United States,Volleyball,Women
11-08-2024,Silver Medal,CARLINI Lauren,Female,United States,Volleyball,Women
11-08-2024,Silver Medal,LARSON Jordan,Female,United States,Volleyball,Women
11-08-2024,Silver Medal,DREWS Andrea,Female,United States,Volleyball,Women
11-08-2024,Silver Medal,PLUMMER Kathryn,Female,United States,Volleyball,Women
11-08-2024,Silver Medal,OGBOGU Chiaka,Female,United States,Volleyball,Women
11-08-2024,Silver Medal,HANCOCK Micha,Female,United States,Volleyball,Women
11-08-2024,Gold Medal,FILIPOVIC Radoslav,Male,Serbia,Water Polo,Men
11-08-2024,Gold Medal,MANDIC Dusan,Male,Serbia,Water Polo,Men
11-08-2024,Gold Medal,RASOVIC Strahinja,Male,Serbia,Water Polo,Men
11-08-2024,Gold Medal,RANDELOVIC Sava,Male,Serbia,Water Polo,Men
11-08-2024,Gold Medal,CUK Milos,Male,Serbia,Water Polo,Men
11-08-2024,Gold Medal,DEDOVIC Nikola,Male,Serbia,Water Polo,Men
11-08-2024,Gold Medal,DRASOVIC Radomir,Male,Serbia,Water Polo,Men
11-08-2024,Gold Medal,JAKSIC Nikola,Male,Serbia,Water Polo,Men
11-08-2024,Gold Medal,VICO Nemanja,Male,Serbia,Water Polo,Men
11-08-2024,Gold Medal,UBOVIC Nemanja,Male,Serbia,Water Polo,Men
11-08-2024,Gold Medal,RASOVIC Viktor,Male,Serbia,Water Polo,Men
11-08-2024,Gold Medal,JAKSIC Petar,Male,Serbia,Water Polo,Men
11-08-2024,Gold Medal,MISOVIC Vladimir,Male,Serbia,Water Polo,Men
11-08-2024,Silver Medal,BIJAC Marko,Male,Croatia,Water Polo,Men
11-08-2024,Silver Medal,BURIC Rino,Male,Croatia,Water Polo,Men
11-08-2024,Silver Medal,FATOVIC Loren,Male,Croatia,Water Polo,Men
11-08-2024,Silver Medal,LONCAR Luka,Male,Croatia,Water Polo,Men
11-08-2024,Silver Medal,JOKOVIC Maro,Male,Croatia,Water Polo,Men
11-08-2024,Silver Medal,BUKIC Luka,Male,Croatia,Water Polo,Men
11-08-2024,Silver Medal,VUKICEVIC Ante,Male,Croatia,Water Polo,Men
11-08-2024,Silver Medal,ZUVELA Marko,Male,Croatia,Water Polo,Men
11-08-2024,Silver Medal,MARINIC KRAGIC Jerko,Male,Croatia,Water Polo,Men
11-08-2024,Silver Medal,VRLIC Josi,Male,Croatia,Water Polo,Men
11-08-2024,Silver Medal,BILJAKA Matias,Male,Croatia,Water Polo,Men
11-08-2024,Silver Medal,KHARKOV Konstantin,Male,Croatia,Water Polo,Men
11-08-2024,Silver Medal,POPADIC Toni,Male,Croatia,Water Polo,Men
11-08-2024,Bronze Medal,WEINBERG Adrian,Male,United States,Water Polo,Men
11-08-2024,Bronze Medal,HOOPER Johnny,Male,United States,Water Polo,Men
11-08-2024,Bronze Medal,VAVIC Marko,Male,United States,Water Polo,Men
11-08-2024,Bronze Medal,OBERT Alex,Male,United States,Water Polo,Men
11-08-2024,Bronze Medal,DAUBE Hannes,Male,United States,Water Polo,Men
11-08-2024,Bronze Medal,CUPIDO Luca,Male,United States,Water Polo,Men
11-08-2024,Bronze Medal,HALLOCK Ben,Male,United States,Water Polo,Men
11-08-2024,Bronze Medal,WOODHEAD Dylan,Male,United States,Water Polo,Men
11-08-2024,Bronze Medal,BOWEN Alex,Male,United States,Water Polo,Men
11-08-2024,Bronze Medal,DODD Chase William,Male,United States,Water Polo,Men
11-08-2024,Bronze Medal,DODD Ryder,Male,United States,Water Polo,Men
11-08-2024,Bronze Medal,IRVING Max,Male,United States,Water Polo,Men
11-08-2024,Bronze Medal,HOLLAND Drew,Male,United States,Water Polo,Men
10-08-2024,Gold Medal,DING Xinyi,Female,China,Rhythmic Gymnastics,Group All-Around
10-08-2024,Gold Medal,GUO Qiqi,Female,China,Rhythmic Gymnastics,Group All-Around
10-08-2024,Gold Medal,HAO Ting,Female,China,Rhythmic Gymnastics,Group All-Around
10-08-2024,Gold Medal,HUANG Zhangjiayang,Female,China,Rhythmic Gymnastics,Group All-Around
10-08-2024,Gold Medal,WANG Lanjing,Female,China,Rhythmic Gymnastics,Group All-Around
10-08-2024,Silver Medal,BAKANOV Shani,Female,Israel,Rhythmic Gymnastics,Group All-Around
10-08-2024,Silver Medal,FRIEDMANN Adar,Female,Israel,Rhythmic Gymnastics,Group All-Around
10-08-2024,Silver Medal,PARITZKI Romi,Female,Israel,Rhythmic Gymnastics,Group All-Around
10-08-2024,Silver Medal,SHAHAM Ofir,Female,Israel,Rhythmic Gymnastics,Group All-Around
10-08-2024,Silver Medal,SVERTSOV Diana,Female,Israel,Rhythmic Gymnastics,Group All-Around
10-08-2024,Bronze Medal,CENTOFANTI Martina,Female,Italy,Rhythmic Gymnastics,Group All-Around
